t_Brand,t_Phone,t_Network,t_Network_2G_bands,t_Network_3G_bands,t_Network_4G_bands,t_Network_5G_bands,t_Network_Speed,t_Network_GPRS,t_Network_EDGE,t_Launch_Announced,t_Launch_Status,t_Body_Dimensions,t_Body_Weight,t_Body_SIM,t_Display_Type,t_Display_Size,t_Display_Resolution,t_Display_Protection,t_Platform_OS,t_Platform_Chipset,t_Platform_CPU,t_Platform_GPU,t_Memory_Card_slot,t_Internal_capacity,t_Internal,t_Battery,t_Price,t_Colors,t_Bluetooth,t_WLAN,t_Sensors,t_Loudspeaker,t_3.5mm_jack
Apple118,iPhone 3GS,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,,,HSPA 7.2/0.384 Mbps,,,"2009, June. Released 2009, June",Discontinued,115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in),135 g (4.76 oz),Mini-SIM,TFT,"3.5 inches, 36.5 cm2(~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating","iOS 3, upgradable to iOS 6.1.6",,600 MHz Cortex-A8,PowerVR SGX535,No,"8GB 256MB RAM, 16GB 256MB RAM, 32GB 256MB RAM",,"Li-Ion 1400 mAh, non-removable",About 110 EUR,"Black, White","2.1, A2DP (headset support only)",Wi-Fi 802.11 b/g,"Accelerometer, proximity, compass",Yes,Yes
Apple118,iPhone 3G,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,,,HSPA,,,"2008, June. Released 2008, July",Discontinued,115.5 x 62.1 x 12.3 mm (4.55 x 2.44 x 0.48 in),133 g (4.69 oz),Mini-SIM,TFT,"3.5 inches, 36.5 cm2(~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating","iOS, upgradable to iOS 4.2.1",,412 MHz ARM 11,PowerVR MBX,No,"8GB 128MB RAM, 16GB 128MB RAM",,"Li-Ion 1220 mAh, non-removable",About 90 EUR,"Black(8/16 GB), White (16 GB)","2.0, A2DP (headset support only)",Wi-Fi 802.11b/g,"Accelerometer, proximity",Yes,Yes
Apple118,iPhone,GSM,GSM 850 / 900 / 1800 / 1900,,,,,Yes,Yes,"2007, January. Released 2007, June",Discontinued,115 x 61 x 11.6 mm (4.53 x 2.40 x 0.46 in),135 g (4.76 oz),Mini-SIM,TFT,"3.5 inches, 36.5 cm2(~52.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Corning Gorilla Glass, oleophobic coating","iOS, upgradable to iOS 3.1.3",,412 MHz ARM 11,PowerVR MBX,No,4/8/16GB,,"Li-Ion 1400 mAh, non-removable",About 420 EUR,Black,2.0 (headset support only),Wi-Fi 802.11b/g,"Accelerometer, proximity",Yes,Yes
Huawei441,nova Y72,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,LTE,,"HSPA, LTE",,,"2024, January 26","Available. Released 2024, February",168.3 x 77.7 x 8.9 mm (6.63 x 3.06 x 0.35 in),207 g (7.30 oz),"Dual SIM (Nano-SIM, dual stand-by)",TFT LCD,"6.75 inches, 110.0 cm2(~84.1% screen-to-body ratio)",Always-on display,,HarmonyOS 4.0,Kirin 710A (14 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)",128GB 8GB RAM,,"6000 mAh, non-removable",About 240 EUR,"Black, Green","5.1, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Fingerprint (side-mounted), accelerometer, proximity, compass",Yes,No
Huawei441,nova 12 Ultra,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,CDMA 800,CDMA2000 1x,LTE,SA/NSA,"HSPA, LTE-A, 5G",,,"2023, December 26","Available. Released 2024, January 12",163.1 x 75 x 7.7 mm (6.42 x 2.95 x 0.30 in),198 g (6.98 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPO OLED, 1B colors, HDR, 120Hz","6.76 inches, 108.8 cm2(~89.0% screen-to-body ratio)",1224 x 2776 pixels (~449 ppi density),Kunlun Glass,HarmonyOS 4.0,Kirin 9000S (7 nm)* the chipset is not officially confirmed,Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,No,"512GB, 1TB",,"4600 mAh, non-removable",About 600 EUR,"Black, Blue, White","5.2, A2DP, LE, L2HC (320-960 kbps HD audio)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",BDS Satellite Calling and MessageVirtual proximity sensing,"Yes, with stereo speakers",No
Huawei441,nova 12 Pro,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,CDMA 800,CDMA2000 1x,LTE,SA/NSA,"HSPA, LTE-A, 5G",,,"2023, December 26","Available. Released 2024, January 05",163.1 x 75 x 7.7 mm (6.42 x 2.95 x 0.30 in),201 g (7.09 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPO OLED, 1B colors, HDR, 120Hz","6.76 inches, 108.8 cm2(~89.0% screen-to-body ratio)",1224 x 2776 pixels (~449 ppi density),,HarmonyOS 4.0,Kirin 9000S (7 nm)* the chipset is not officially confirmed,Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,No,"256GB, 512GB",,"4600 mAh, non-removable",About 510 EUR,"Black, Blue, White, Pink","5.2, A2DP, LE, L2HC (320-960 kbps HD audio)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",BDS Satellite Calling and MessageVirtual proximity sensing,"Yes, with stereo speakers",No
Huawei441,nova 12,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,CDMA 800,CDMA2000 1x,LTE,SA/NSA,"HSPA, LTE-A, 5G",,,"2023, December 26","Available. Released 2024, January 05",161.5 x 75.4 x 7 mm (6.36 x 2.97 x 0.28 in),191 g (6.74 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","OLED, 1B colors, HDR, 120Hz","6.7 inches, 108.3 cm2(~88.9% screen-to-body ratio)","1084 x 2412 pixels, 20:9 ratio (~395 ppi density)",,HarmonyOS 4.0,Kirin 830 (7 nm)* the chipset is not officially confirmed,Octa-core,,No,"256GB, 512GB",,"4600 mAh, non-removable",About 380 EUR,"Black, Blue, White","5.2, A2DP, LE, L2HC (320-960 kbps HD audio)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Virtual proximity sensing,Yes,No
Huawei441,nova 12 Lite,GSM / CDMA / HSPA / CDMA2000 / LTE,CDMA 800,CDMA2000 1x,LTE,,"HSPA, LTE-A",,,"2023, December 26","Available. Released 2024, January 05",161.3 x 75 x 6.9 mm (6.35 x 2.95 x 0.27 in),168 g (5.93 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","OLED, 1B colors, HDR, 120Hz","6.7 inches, 108.3 cm2(~89.5% screen-to-body ratio)","1084 x 2412 pixels, 20:9 ratio (~395 ppi density)",,HarmonyOS 4.0,Qualcomm SM7325 Snapdragon 778G 4G (6 nm),Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670),Adreno 642L,No,"256GB, 512GB",,"4500 mAh, non-removable",About 320 EUR,"Black, Blue, White","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Virtual proximity sensing,Yes,No
Huawei441,Enjoy 70,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,LTE,,"HSPA, LTE",,,"2023, December 05","Available. Released 2023, December 13",168.3 x 77.7 x 8.9 mm (6.63 x 3.06 x 0.35 in),207 g (7.30 oz),"Dual SIM (Nano-SIM, dual stand-by)",TFT LCD,"6.75 inches, 110.0 cm2(~84.1% screen-to-body ratio)",Always-on display,,HarmonyOS 4.0,Kirin 710A (14 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 8GB RAM, 256GB 8GB RAM",,"Li-Po 6000 mAh, non-removable",About 160 EUR,"Black, White, Green","5.1, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Fingerprint (side-mounted), accelerometer, proximity, compass",Yes,No
Huawei441,MatePad Pro 11 (2024),No cellular connectivity,N/A,N/A,N/A,,,No,No,"2023, November 28","Available. Released 2023, December 18",249.2 x 160.4 x 5.9 mm (9.81 x 6.31 x 0.23 in),449 g g cellular model) (15.84 oz),Stylus support,"OLED, 1B colors, 120Hz, 600 nits (typ)","11.0 inches, 350.9 cm2(~87.8% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~274 ppi density)",,HarmonyOS 4.0,Kirin 9000S (7 nm),Octa-core (1x2.49 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,No,"128GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,"Li-Po 8300 mAh, non-removable",About 540 EUR,"Gray, Blue, White, Black","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band",BDS Satellite Calling and Message,"Yes, with stereo speakers (6 speakers)",No
Huawei441,nova 11 SE,GSM / CDMA / HSPA / CDMA2000 / LTE,CDMA 800,CDMA2000 1x,"1, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41",,"HSPA, LTE-A",,,"2023, October 31","Available. Released 2023, November 03",162.4 x 75.5 x 7.4 mm (6.39 x 2.97 x 0.29 in),186 g (6.56 oz),"Dual SIM (Nano-SIM, dual stand-by)","OLED, 1B colors, 90Hz","6.67 inches, 107.4 cm2(~87.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,HarmonyOS 4.0,Qualcomm Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,No,"256GB 8GB RAM, 512GB 8GB RAM",,"Li-Po 4500 mAh, non-removable",About 260 EUR,"Green, White, Black","5.0, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Yes,No
Huawei441,Watch Ultimate Design,No cellular connectivity,N/A,N/A,N/A,,No,No,No,"2023, September 25","Available. Released 2023, October 04",49.4 x 49.4 x 13 mm (1.94 x 1.94 x 0.51 in),78 g (2.75 oz),"Swimproof/diving (EN13319, ISO 22810:2010)100m water resistant10 ATMIP68ECG certified",LTPO AMOLED,1.5 inches,466 x 466 pixels (~311 ppi density),,HarmonyOS 4.0,,,,No,,,"Li-Po 530 mAh, non-removable",About 4360 EUR,Gold,"5.2, A2DP, LE",Yes (only for Bluetooth transmission acceleration),BDS Satellite Message,Yes,No
Huawei441,MatePad Pro 13.2,No cellular connectivity,N/A,N/A,N/A,,,No,No,"2023, September 25","Available. Released 2023, September 26",289.1 x 196.1 x 5.5 mm (11.38 x 7.72 x 0.22 in),580 g (1.28 lb),Stylus support,"OLED, 1B colors, 144Hz, 1000 nits (peak)","13.2 inches, 518.8 cm2(~91.5% screen-to-body ratio)","2880 x 1920 pixels, 3:2 ratio (~262 ppi density)",,Harmony OS 4.0,Kirin 9000S (7 nm),Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 16GB RAM",UFS 3.1,"Li-Po 10100 mAh, non-removable",About 1000 EUR,"Black, White, Green","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","Accelerometer, gyro, proximity, compass","Yes, with stereo speakers (6 speakers)",No
Huawei441,Mate 60 RS Ultimate,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,CDMA 800,CDMA2000 1x,LTE,SA/NSA,"HSPA, LTE-A, 5G",,,"2023, September 25","Available. Released 2023, September 28",163.7 x 79 x 8.1 mm (6.44 x 3.11 x 0.32 in),242 g or 246 g (8.54 oz),IP68 dust/water resistant (up to 6m for 30 min),"LTPO OLED, 1B colors, 120Hz","6.82 inches, 114.4 cm2(~88.5% screen-to-body ratio)","1260 x 2720 pixels, 19.5:9 ratio (~440 ppi density)",Huawei Kunlun Glass 2,HarmonyOS 4.0 (China),Kirin 9000S (7 nm),Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","512GB 16GB RAM, 1TB 16GB RAM",UFS 3.1,"Li-Po 5000 mAh, non-removable",About 1550 EUR,"Black, Red","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",BDS Satellite Calling and Message,"Yes, with stereo speakers",32-bit/384kHz audio
Huawei441,Watch GT 4,No cellular connectivity,N/A,N/A,N/A,,No,No,No,"2023, September 14","Available. Released 2023, October 02",46 x 46 x 10.9 mm (1.81 x 1.81 x 0.43 in),37 g (41mm) / 48 g (46mm) (1.31 oz),"50m water resistant5 ATMCompatible with standard 22mm straps (46mm model), 20mm straps (41mm model)",AMOLED,1.43 inches,466 x 466 pixels (~326 ppi density),,HarmonyOS 4.0,,,,No,,,"Li-Po, non-removable",About 270 EUR,"Black, Steel, Silver, Gold","5.2, A2DP, LE",No,"Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature)",Yes,No
Huawei441,Mate 60 Pro+,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,CDMA 800,CDMA2000 1x,LTE,SA/NSA,"HSPA, LTE-A, 5G",,,"2023, September 08","Available. Released 2023, September 27",163.7 x 79 x 8.1 mm (6.44 x 3.11 x 0.32 in),225 g (7.94 oz),IP68 dust/water resistant (up to 6m for 30 min),"LTPO OLED, 1B colors, 120Hz","6.82 inches, 114.4 cm2(~88.5% screen-to-body ratio)","1260 x 2720 pixels, 19.5:9 ratio (~440 ppi density)",Huawei Kunlun Glass 2,HarmonyOS 4.0 (China),Kirin 9000S (7 nm),Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","512GB 16GB RAM, 1TB 16GB RAM",UFS 3.1,"Li-Po 5000 mAh, non-removable",,"Black, Light Gold","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",BDS Satellite Calling and Message,"Yes, with stereo speakers",32-bit/384kHz audio
Huawei441,Mate X5,GSM / CDMA / HSPA / EVDO / LTE / 5G,CDMA 800,CDMA2000 1xEV-DO,LTE,SA/NSA,"HSPA, LTE-A, 5G",,,"2023, September 08","Available. Released 2023, September 16",Unfolded: 156.9 x 141.5 x 5.3 mmFolded: 156.9 x 72.4 x 11.1 mm,243 g or 245 g (8.57 oz),IPX8 dust/water resistant (up to 1.5m for 30 min)Stylus support (both displays),"Foldable OLED, 1B colors, 120Hz","7.85 inches, 197.5 cm2(~88.9% screen-to-body ratio)",2224 x 2496 pixels (~426 ppi density),"Cover display:OLED, 120Hz, 6.4 inches, 1080 x 2504 pixels","HarmonyOS 4.0 (China), EMUI (Europe), no Google Play Services",Kirin 9000S (7 nm),Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 3.1,"Silicon-carbon 5060 mAh, non-removable - China only",,"Black, White, Purple, Dark Green, Gold","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",BDS Satellite Calling and Message,"Yes, with stereo speakers",No
Huawei441,Mate 60 Pro,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,CDMA 800,CDMA2000 1x,LTE,SA/NSA,"HSPA, LTE-A, 5G",,,"2023, August 29","Available. Released 2023, August 29",163.7 x 79 x 8.1 mm (6.44 x 3.11 x 0.32 in),225 g (7.94 oz),IP68 dust/water resistant (up to 6m for 30 min),"LTPO OLED, 1B colors, 120Hz","6.82 inches, 114.4 cm2(~88.5% screen-to-body ratio)","1260 x 2720 pixels, 19.5:9 ratio (~440 ppi density)",Huawei Kunlun Glass 2,HarmonyOS 4.0 (China),Kirin 9000S (7 nm),Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",UFS 3.1,"Li-Po 5000 mAh, non-removable",About 890 EUR,"Black, White, Green, Purple","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",BDS Satellite Calling and Message,"Yes, with stereo speakers",32-bit/384kHz audio
Huawei441,Mate 60,GSM / CDMA / HSPA / CDMA2000 / LTE,CDMA 800,CDMA2000 1x,LTE,,"HSPA, LTE-A",,,"2023, August 29","Available. Released 2023, September 10",161.4 x 76 x 8 mm (6.35 x 2.99 x 0.31 in),209 g (7.37 oz),IP68 dust/water resistant (up to 4m for 30 min),"LTPO OLED, 1B colors, 120Hz","6.69 inches, 108.4 cm2(~88.4% screen-to-body ratio)",1216 x 2688 pixels (~441 ppi density),Huawei Kunlun Glass 2,HarmonyOS 4.0 (China),Kirin 9000S (7 nm),Octa-core (1x2.62 GHz Taishan Big & 3x2.15 GHz Taishan Mid & 4x1.53GHz Cortex-A510),Maleoon 910 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",UFS 3.1,"Li-Po 4750 mAh, non-removable",About 750 EUR,"Black, White, Green, Purple","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",BDS Satellite Message (Two-way),"Yes, with stereo speakers",32-bit/384kHz audio
Huawei441,MatePad 11.5,No cellular connectivity,N/A,N/A,N/A,,,No,No,"2023, July 13","Available. Released 2023, July 22",260.9 x 176.8 x 6.9 mm (10.27 x 6.96 x 0.27 in),499 g (1.10 lb),Stylus support,"TFT LCD, 120Hz","11.5 inches, 391.0 cm2(~84.8% screen-to-body ratio)","1440 x 2200 pixels, 3:2 ratio (~229 ppi density)",,Harmony OS 3.1,Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm),Octa-core (1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),Adreno 644,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"Li-Po 7700 mAh, non-removable",About 290 EUR,Space Gray,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band",Accelerometer,"Yes, with stereo speakers (4 speakers)",No
Huawei441,MatePad Air,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41",,"HSPA, LTE",,,"2023, May 18","Available. Released 2023, July 22",261.9 x 178.2 x 6.4 mm (10.31 x 7.02 x 0.25 in),508 g (1.12 lb),Stylus support (magnetic),"IPS LCD, 144Hz","11.5 inches, 391.6 cm2(~83.9% screen-to-body ratio)",A matte anti-glare screen is available on Huawei MatePad Air PaperMatte version,,HarmonyOS 3.1,Qualcomm SM8350 Snapdragon 888 4G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"Li-Po 8300 mAh, non-removable",About 500 EUR,"Graphite Black, White","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","Accelerometer, gyro, compass, proximity (accessories only)","Yes, with stereo speakers (4 speakers)",No
Huawei441,nova Y91,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 20, 26, 28, 38, 40, 41, 66",,"HSPA, LTE-A",,,"2023, May 23","Available. Released 2023, June 10",171.6 x 79.9 x 8.9 mm (6.76 x 3.15 x 0.35 in),214 g (7.55 oz),Splash and dust resistant,"IPS LCD, 90Hz","6.95 inches, 117.4 cm2(~85.6% screen-to-body ratio)",1080 x 2376 pixels (~376 ppi density),,"EMUI 13, no Google Play Services",Qualcomm Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,Unspecified,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"Li-Po 7000 mAh, non-removable",About 280 EUR,"Starry Black, Moonlight Silver","5.0, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Fingerprint (side-mounted), accelerometer, proximity, gyro, compass","Yes, with stereo speakers",No
Huawei441,Watch 4 Pro,HSPA / LTE,N/A,HSDPA 850 / 900 / 1800 / 1900 / 2100 / 800,LTE,,"HSPA, LTE",,,"2023, May 10","Available. Released 2023, June 22",47.6 x 47.6 x 12.9 mm (1.87 x 1.87 x 0.51 in),65 g (2.29 oz),50m water resistant5 ATMCompatible with standard 22mm straps,LTPO AMOLED,1.5 inches,466 x 466 pixels (~310 ppi density),Always-on display,HarmonyOS 3.0,,,,No,32GB 2GB RAM,,"Li-Ion, non-removable",About 550 EUR,Titanium,"5.2, A2DP, LE",Wi-Fi 802.11 b/g/n,"Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature)",Yes,No
Huawei441,Watch 4,HSPA / LTE,N/A,HSDPA 850 / 900 / 1800 / 1900 / 2100 / 800,LTE,,"HSPA, LTE",,,"2023, May 10","Available. Released 2023, June 22",46.2 x 46.2 x 10.9 mm (1.82 x 1.82 x 0.43 in),48 g (1.69 oz),50m water resistant5 ATMCompatible with standard 22mm straps,AMOLED,1.5 inches,Always-on display,,HarmonyOS 3.0,Qualcomm Snapdragon W5 Gen 1 (4 nm),Quad-core 1.7 GHz Cortex-A53,Adreno 702,No,32GB 2GB RAM,,"Li-Ion 530 mAh, non-removable",About 450 EUR,Black,"5.2, A2DP, LE",Wi-Fi 802.11 b/g/n,"Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature)",Yes,No
Huawei441,nova 11i,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 20, 28, 66, 26, 38, 40, 41",,"HSPA, LTE-A",,,"2023, May 01","Available. Released 2023, May 11",164.6 x 75.6 x 8.6 mm (6.48 x 2.98 x 0.34 in),193 g (6.81 oz),Splash and dust resistant,"IPS LCD, 90Hz","6.8 inches, 112.0 cm2(~90.0% screen-to-body ratio)",1080 x 2388 pixels (~385 ppi density),,EMUI 13,Qualcomm Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,Unspecified,"128GB 8GB RAM, 256GB 8GB RAM",,"Li-Po 5000 mAh, non-removable",$ 385.00 / € 225.23,"Starry Black, Mint Green","5.0, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Fingerprint (side-mounted), accelerometer, compass",Yes,No
Huawei441,nova Y71,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA, LTE",,,"2023, May 09","Available. Released 2023, June",168.3 x 77.7 x 9 mm (6.63 x 3.06 x 0.35 in),199 g (7.02 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"6.75 inches, 110.0 cm2(~84.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,"EMUI 12, no Google Play Services",Kirin 710A (14 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),128GB 8GB RAM,,"Li-Po 6000 mAh, non-removable",About 190 EUR,"Black, Gold","5.1, A2DP, LE",Wi-Fi 802.11 b/g/n,"Fingerprint (side-mounted), accelerometer, proximity, compass",Yes,Yes
Huawei441,Enjoy 60X,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 34, 38, 39, 40, 41",,"HSPA, LTE",,,"2023, April 17","Available. Released 2023, April 27",171.6 x 79.9 x 8.9 mm (6.76 x 3.15 x 0.35 in),216 g (7.62 oz),"Dual SIM (Nano-SIM, dual stand-by)","TFT LCD, 90Hz","6.95 inches, 117.4 cm2(~85.6% screen-to-body ratio)",1080 x 2376 pixels (~376 ppi density),,HarmonyOS 3.0,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,No,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,"Li-Po 7000 mAh, non-removable",About 230 EUR,"Black, Silver, Green, Orange","5.0, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Yes, with stereo speakers",No
Huawei441,nova 11 Ultra,GSM / CDMA / HSPA / CDMA2000 / LTE,CDMA 800,CDMA2000 1x,"1, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41",,"HSPA, LTE-A",,,"2023, April 17","Available. Released 2023, April 27",164.3 x 74.4 x 7.9 mm (6.47 x 2.93 x 0.31 in),188 g (6.63 oz),"Dual SIM (Nano-SIM, dual stand-by)","OLED, 1B colors, HDR10, 120Hz","6.78 inches, 111.4 cm2(~91.1% screen-to-body ratio)",1200 x 2652 pixels (~429 ppi density),Kunlun Glass,HarmonyOS 3.0,Qualcomm SM7325 Snapdragon 778G 4G (6 nm),Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670),Adreno 642L,No,512GB,,"Li-Po 4500 mAh, non-removable",About 590 EUR,"Black, Green","5.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/a/6, dual-band, Wi-Fi Direct",Virtual proximity sensingBDS Satellite Message (Emergency SOS service),"Yes, with stereo speakers",No
